Date,Month N Year,TotalVaccinated,0-14,15-24,25-34,35-44,45-54,55-64,65-74,75+,Undisclosed
2021-08-04,2021-08-01,23343,20,120,154,193,422,2529,8306,11599,0
2021-08-04,2021-08-01,548,0,38,29,40,58,89,164,123,7
2021-08-04,2021-08-01,752,17,88,94,132,110,154,112,45,0
2021-08-04,2021-08-01,852,0,101,297,146,84,93,65,60,6
2021-08-04,2021-08-01,255,0,16,33,29,31,57,47,36,6
2021-08-04,2021-08-01,3210,0,32,39,28,78,709,1316,999,9
2021-08-04,2021-08-01,2728,13,79,90,75,153,533,948,837,0
2021-08-04,2021-08-01,107,0,11,11,16,18,16,17,18,0
2021-08-04,2021-08-01,4,0,0,0,0,0,0,0,0,4
2021-08-04,2021-08-01,10805,414,1823,1547,1657,1945,1777,1013,629,0
2021-08-04,2021-08-01,12873,281,1034,1225,1769,1897,2409,2404,1854,0
2021-08-04,2021-08-01,6075,48,1010,1819,1011,728,705,478,276,0
2021-08-04,2021-08-01,4309,20,134,141,162,279,792,1464,1317,0
2021-08-04,2021-08-01,13087,385,1502,1446,1796,1980,2530,2312,1136,0
2021-08-04,2021-08-01,5476,74,449,1122,921,861,999,756,294,0
2021-08-04,2021-08-01,16559,694,2522,1625,3381,3497,2161,1671,1008,0
2021-08-04,2021-08-01,12660,423,1847,1161,1974,2385,1986,1875,1009,0
2021-08-04,2021-08-01,21614,482,1824,1533,2545,2879,3177,5051,4123,0
2021-08-04,2021-08-01,19285,365,1604,2490,2799,2924,3408,3136,2559,0
2021-08-04,2021-08-01,14116,252,1350,3154,2535,2073,2107,1661,984,0
2021-08-04,2021-08-01,12923,278,1465,1497,1631,1882,2417,2291,1462,0
2021-08-04,2021-08-01,24417,543,2215,2972,3072,3623,4194,4132,3666,0
2021-08-04,2021-08-01,13404,305,1383,2379,2368,2207,2254,1623,885,0
2021-08-04,2021-08-01,17105,288,1364,1472,1631,2048,2749,3724,3829,0
2021-08-04,2021-08-01,19562,478,2151,1206,2089,3231,3809,3868,2730,0
2021-08-04,2021-08-01,26204,240,1454,1342,1493,2001,3282,6986,9406,0
2021-08-04,2021-08-01,20980,793,2530,1366,3610,4154,2966,3297,2264,0
2021-08-04,2021-08-01,16659,313,1352,1286,1954,2102,3089,4585,1978,0
2021-08-04,2021-08-01,13210,214,1248,2932,2437,2017,1962,1554,846,0
2021-08-04,2021-08-01,10911,214,1246,2346,2009,1781,1693,1128,494,0
2021-08-04,2021-08-01,14454,507,1480,2150,3002,2635,2175,1675,830,0
2021-08-04,2021-08-01,13304,252,1393,1582,1575,1800,2498,2237,1967,0
2021-08-04,2021-08-01,11143,192,745,1542,1396,1321,1905,2065,1977,0
2021-08-04,2021-08-01,15802,413,1669,1243,1495,2263,3342,3206,2171,0
2021-08-04,2021-08-01,10454,396,1344,821,1705,2224,1874,1399,691,0
2021-08-04,2021-08-01,7989,185,1122,1344,1336,1208,1363,928,503,0
2021-08-04,2021-08-01,5520,56,449,1325,804,721,858,810,497,0
2021-08-04,2021-08-01,4002,114,541,658,610,693,672,482,232,0
2021-08-04,2021-08-01,18546,272,1257,1499,1785,2169,3220,4145,4199,0
2021-08-04,2021-08-01,9901,221,1046,973,1282,1612,2154,1682,931,0
2021-08-04,2021-08-01,7842,191,1073,1276,1142,1327,1291,979,563,0
2021-08-04,2021-08-01,28205,1180,3856,1674,4087,5851,4223,3908,3426,0
2021-08-04,2021-08-01,31945,637,2947,2167,2847,4966,6609,6230,5542,0
2021-08-04,2021-08-01,19859,687,2108,2131,3545,3613,2975,2486,2314,0
2021-08-04,2021-08-01,17833,393,1624,998,1768,2946,3977,3824,2303,0
2021-08-12,2021-08-01,14906,631,2588,2481,2749,2767,2074,1115,501,0
2021-08-12,2021-08-01,20670,570,2405,3184,3282,3249,3780,2748,1452,0
2021-08-12,2021-08-01,14665,518,2337,2121,2287,2660,2412,1595,735,0
2021-08-12,2021-08-01,36127,1234,3911,2970,5547,6359,6471,6297,3338,0
2021-08-12,2021-08-01,22384,361,2029,4887,3682,3173,3428,2815,2009,0
2021-08-12,2021-08-01,22519,962,3355,3274,4133,4168,3404,2174,1049,0
2021-08-12,2021-08-01,22782,728,2935,2905,4091,3956,3604,3048,1515,0
2021-08-12,2021-08-01,17951,410,2142,2492,2405,2711,3054,2690,2047,0
2021-08-12,2021-08-01,24966,772,3138,4263,4036,3831,4556,2837,1533,0
2021-08-12,2021-08-01,18047,616,2691,2588,2718,3153,2983,2168,1130,0
2021-08-12,2021-08-01,23747,767,3248,3357,4429,4242,3768,2349,1587,0
2021-08-12,2021-08-01,27540,1174,3945,3562,5474,5626,3988,2522,1249,0
2021-08-12,2021-08-01,23990,926,3690,3564,4623,4849,3276,1957,1105,0
2021-08-12,2021-08-01,13080,621,2401,1884,1998,2305,2000,1226,645,0
2021-08-12,2021-08-01,21950,740,2964,2410,3052,3821,4646,2873,1444,0
2021-08-12,2021-08-01,17989,735,2991,3011,3441,3096,2526,1452,737,0
2021-08-12,2021-08-01,12285,303,1441,1811,1731,1879,2113,1865,1142,0
2021-08-12,2021-08-01,16433,458,1738,2434,2654,2397,2773,2334,1645,0
2021-08-12,2021-08-01,23759,623,2517,3341,3498,3512,4312,3649,2307,0
2021-08-12,2021-08-01,13969,495,1973,2526,2299,2288,2176,1453,759,0
2021-08-12,2021-08-01,14998,422,1905,2271,2399,2114,2518,2019,1350,0
2021-08-12,2021-08-01,23224,480,2283,2283,2605,3074,3629,4167,4703,0
2021-08-12,2021-08-01,30238,769,2873,3276,4444,4508,5473,5188,3707,0
2021-08-12,2021-08-01,23198,342,1539,2056,2240,2319,4337,5525,4840,0
2021-08-12,2021-08-01,16809,227,1496,3598,2337,2066,2643,2327,2115,0
2021-08-12,2021-08-01,23643,407,1992,2336,2419,2772,3227,4816,5674,0
2021-08-12,2021-08-01,13726,464,1994,1967,2172,2250,2064,1788,1027,0
2021-08-12,2021-08-01,23356,553,2170,3700,3977,3754,3884,3067,2251,0
2021-08-12,2021-08-01,18792,544,2169,2530,3042,2850,3077,2443,2137,0
2021-08-12,2021-08-01,24659,479,2227,2006,2337,3620,5470,5076,3444,0
2021-08-12,2021-08-01,20584,730,2937,2319,3390,3943,3022,2745,1498,0
2021-08-12,2021-08-01,17590,613,2382,1756,2550,3260,2898,2428,1703,0
2021-08-12,2021-08-01,18604,597,2553,2810,2905,3194,3103,2026,1416,0
2021-08-12,2021-08-01,27299,620,1934,1491,2479,3233,3910,6103,7529,0
2021-08-12,2021-08-01,32732,316,10822,10043,3649,2521,2609,1765,1007,0
2021-08-12,2021-08-01,35452,1013,4434,5861,5862,5904,6010,4166,2202,0
2021-08-12,2021-08-01,28204,463,4353,6578,4027,3212,3670,3001,2900,0
2021-08-12,2021-08-01,23276,829,3570,3382,3567,3991,3864,2509,1564,0
2021-08-12,2021-08-01,28547,936,3772,4085,4668,4852,4488,3817,1929,0
2021-08-12,2021-08-01,34240,830,3527,5386,5682,5209,5749,4776,3081,0
2021-08-12,2021-08-01,25690,704,3528,4068,4011,3975,4204,3255,1945,0
2021-08-12,2021-08-01,25597,695,3537,5746,4516,4258,3773,2049,1023,0
2021-08-12,2021-08-01,20895,863,3481,3142,3278,3763,3348,1964,1056,0
2021-08-12,2021-08-01,22905,1087,4157,3587,3635,4103,3491,1799,1046,0
2021-08-12,2021-08-01,26696,648,3079,3569,3763,4027,4974,4093,2543,0
2021-08-12,2021-08-01,34294,719,3810,5089,4357,4999,6335,5563,3422,0
2021-08-12,2021-08-01,28539,1145,4141,4351,4923,4891,4596,2917,1575,0
2021-08-12,2021-08-01,17520,518,2174,3116,3110,2797,2789,1887,1129,0
2021-08-12,2021-08-01,19863,918,3633,3293,3215,3507,2830,1629,838,0
2021-08-12,2021-08-01,21981,537,3047,4111,3345,3233,3357,2450,1901,0
2021-08-12,2021-08-01,30382,919,3762,3683,4633,4980,5294,4866,2245,0
2021-08-12,2021-08-01,24840,751,3286,3270,3856,4100,4398,3218,1961,0
2021-08-12,2021-08-01,23789,296,2192,5312,3373,2988,3581,3092,2955,0
2021-08-12,2021-08-01,24342,541,2892,4823,4059,3298,3476,3200,2053,0
2021-08-12,2021-08-01,25878,640,2770,4455,4283,3891,4354,3351,2134,0
2021-08-12,2021-08-01,25220,509,2397,3843,3544,3518,4596,4158,2655,0
2021-08-12,2021-08-01,18939,743,2962,3068,3265,3276,2906,1829,890,0
2021-08-12,2021-08-01,16771,390,2227,3188,2774,2576,2733,1937,946,0
2021-08-12,2021-08-01,18610,403,2178,3687,2994,2637,2774,2431,1506,0
2021-08-12,2021-08-01,17208,319,1644,3304,3097,2575,2828,2252,1189,0
2021-08-12,2021-08-01,22000,668,2800,3545,3459,3685,3810,2690,1343,0
2021-08-12,2021-08-01,19442,538,2311,2841,2896,2996,3395,2531,1934,0
2021-08-12,2021-08-01,15148,586,3117,2248,2352,2760,2150,1265,670,0
2021-08-12,2021-08-01,21768,817,3691,3554,3647,3995,3237,1891,936,0
2021-08-12,2021-08-01,17672,379,1850,2012,2296,2268,3044,3366,2457,0
2021-08-12,2021-08-01,13215,400,1527,1470,1813,1995,2542,2325,1143,0
2021-08-12,2021-08-01,11221,455,1953,1609,1726,2014,1797,1032,635,0
2021-08-12,2021-08-01,13043,294,1068,1250,1799,1924,2420,2425,1863,0
2021-08-12,2021-08-01,10560,152,601,711,752,1037,1990,2664,2653,0
2021-08-12,2021-08-01,16083,171,848,678,875,1632,3484,4599,3796,0
2021-08-12,2021-08-01,5429,135,706,485,823,1010,1016,877,377,0
2021-08-12,2021-08-01,7042,105,611,1569,1456,1070,936,781,514,0
2021-08-12,2021-08-01,9251,105,439,620,671,877,1361,2749,2429,0
2021-08-12,2021-08-01,12719,300,1341,1017,1069,1718,2567,2511,2196,0
2021-08-12,2021-08-01,2443,88,305,236,301,414,470,433,196,0
2021-08-12,2021-08-01,2688,54,352,624,419,369,387,336,147,0
2021-08-12,2021-08-01,11643,89,382,374,582,709,1568,3488,4451,0
2021-08-12,2021-08-01,3867,94,363,223,421,624,779,898,465,0
2021-08-12,2021-08-01,4346,82,344,372,447,500,685,1034,882,0
2021-08-12,2021-08-01,2627,157,405,445,461,359,414,263,123,0
2021-08-12,2021-08-01,4361,23,141,147,168,283,800,1475,1324,0
2021-08-12,2021-08-01,6145,54,1018,1849,1019,735,710,483,277,0
2021-08-12,2021-08-01,2403,60,229,168,216,346,540,560,284,0
2021-08-12,2021-08-01,3209,84,472,343,398,457,511,451,493,0
2021-08-12,2021-08-01,9070,146,566,293,372,989,1883,2600,2221,0
2021-08-12,2021-08-01,10613,85,451,403,397,1072,2739,3479,1987,0
2021-08-12,2021-08-01,1089,31,94,137,155,155,192,211,114,0
2021-08-12,2021-08-01,22782,0,99,205,226,531,3302,8296,10115,8
2021-08-12,2021-08-01,23432,20,121,156,199,421,2547,8315,11653,0
2021-08-12,2021-08-01,563,0,39,32,40,62,92,167,124,7
2021-08-12,2021-08-01,775,27,94,96,133,112,154,114,45,0
2021-08-12,2021-08-01,952,0,117,339,165,100,96,66,61,8
2021-08-12,2021-08-01,259,0,17,34,30,32,57,47,36,6
2021-08-12,2021-08-01,3224,0,33,39,29,82,710,1317,1005,9
2021-08-12,2021-08-01,2744,12,83,92,77,153,538,944,845,0
2021-08-12,2021-08-01,109,0,12,11,17,18,16,17,18,0
2021-08-12,2021-08-01,4,0,0,0,0,0,0,0,0,4
2021-08-12,2021-08-01,5381,217,808,466,654,1122,1177,616,321,0
2021-08-12,2021-08-01,5537,75,457,1136,939,869,1006,760,295,0
2021-08-12,2021-08-01,10560,196,1155,1466,1334,1515,1958,1715,1221,0
2021-08-12,2021-08-01,18703,288,1287,1517,1809,2194,3235,4156,4217,0
2021-08-12,2021-08-01,11176,232,1295,2409,2072,1811,1726,1134,497,0
2021-08-12,2021-08-01,16887,746,2605,1654,3446,3554,2192,1678,1012,0
2021-08-12,2021-08-01,12924,452,1907,1198,2023,2438,2006,1887,1013,0
2021-08-12,2021-08-01,21913,519,1890,1574,2585,2918,3210,5071,4146,0
2021-08-12,2021-08-01,19616,397,1670,2540,2860,2975,3439,3158,2577,0
2021-08-12,2021-08-01,14346,272,1407,3202,2573,2098,2130,1668,996,0
2021-08-12,2021-08-01,13176,293,1514,1528,1688,1917,2456,2305,1475,0
2021-08-12,2021-08-01,24690,567,2250,3039,3113,3654,4227,4150,3690,0
2021-08-12,2021-08-01,13665,329,1437,2429,2419,2250,2277,1632,892,0
2021-08-12,2021-08-01,17460,331,1442,1523,1686,2100,2789,3743,3846,0
2021-08-12,2021-08-01,19924,514,2215,1242,2143,3306,3847,3893,2764,0
2021-08-12,2021-08-01,26472,267,1504,1386,1535,2033,3312,6989,9446,0
2021-08-12,2021-08-01,21315,831,2606,1400,3668,4232,2997,3306,2275,0
2021-08-12,2021-08-01,16925,338,1412,1313,2014,2146,3110,4596,1996,0
2021-08-12,2021-08-01,20038,276,1457,2256,1785,1827,3014,4305,5118,0
2021-08-12,2021-08-01,13555,264,1441,1631,1614,1835,2521,2271,1978,0
2021-08-12,2021-08-01,11269,203,759,1569,1415,1342,1925,2070,1986,0
2021-08-12,2021-08-01,15971,438,1707,1269,1514,2277,3371,3217,2178,0
2021-08-12,2021-08-01,10636,424,1380,838,1730,2258,1907,1403,696,0
2021-08-12,2021-08-01,8275,210,1259,1373,1369,1234,1381,942,507,0
2021-08-12,2021-08-01,13383,227,1283,2968,2468,2043,1974,1570,850,0
2021-08-12,2021-08-01,4122,124,573,684,628,707,685,486,235,0
2021-08-12,2021-08-01,5596,59,460,1343,826,731,865,813,499,0
2021-08-12,2021-08-01,10066,247,1082,991,1307,1640,2175,1688,936,0
2021-08-12,2021-08-01,7991,200,1099,1313,1167,1348,1311,984,569,0
2021-08-12,2021-08-01,28612,1240,3975,1710,4129,5932,4264,3915,3447,0
2021-08-12,2021-08-01,32236,671,3024,2193,2877,5018,6653,6240,5560,0
2021-08-12,2021-08-01,20144,728,2173,2168,3589,3659,3004,2491,2332,0
2021-08-12,2021-08-01,14732,526,1537,2200,3059,2696,2193,1680,841,0
2021-08-12,2021-08-01,18082,413,1691,1026,1797,2981,4013,3848,2313,0
2021-08-19,2021-08-01,15293,678,2669,2565,2828,2809,2109,1132,503,0
2021-08-19,2021-08-01,20913,588,2466,3224,3326,3282,3804,2764,1459,0
2021-08-19,2021-08-01,14982,542,2410,2185,2339,2718,2442,1602,744,0
2021-08-19,2021-08-01,36501,1260,3988,3014,5619,6414,6517,6332,3357,0
2021-08-19,2021-08-01,23003,1017,3466,3369,4223,4237,3450,2188,1053,0
2021-08-19,2021-08-01,22619,369,2058,4952,3741,3208,3446,2821,2024,0
2021-08-19,2021-08-01,18273,428,2212,2546,2464,2758,3088,2714,2063,0
2021-08-19,2021-08-01,23132,767,3013,2958,4167,4012,3636,3056,1523,0
2021-08-19,2021-08-01,25194,782,3196,4302,4077,3876,4571,2850,1540,0
2021-08-19,2021-08-01,18388,663,2767,2666,2769,3191,3015,2179,1138,0
2021-08-19,2021-08-01,24149,806,3351,3419,4520,4294,3791,2373,1595,0
2021-08-19,2021-08-01,27814,1208,4006,3594,5526,5681,4010,2532,1257,0
2021-08-19,2021-08-01,24356,958,3766,3618,4713,4902,3313,1975,1111,0
2021-08-19,2021-08-01,13463,665,2487,1978,2057,2361,2026,1240,649,0
2021-08-19,2021-08-01,23527,491,2343,2343,2652,3133,3661,4184,4720,0
2021-08-19,2021-08-01,12482,306,1484,1859,1759,1903,2142,1876,1153,0
2021-08-19,2021-08-01,16651,465,1769,2483,2711,2427,2792,2350,1654,0
2021-08-19,2021-08-01,24008,638,2577,3385,3558,3551,4317,3665,2317,0
2021-08-19,2021-08-01,14386,533,2075,2608,2371,2339,2217,1475,768,0
2021-08-19,2021-08-01,15398,460,1995,2338,2485,2155,2559,2047,1359,0
2021-08-19,2021-08-01,22184,757,3012,2455,3086,3850,4676,2892,1456,0
2021-08-19,2021-08-01,30491,790,2917,3323,4487,4531,5509,5196,3738,0
2021-08-19,2021-08-01,23492,367,1576,2109,2290,2372,4357,5551,4870,0
2021-08-19,2021-08-01,17027,237,1533,3644,2370,2091,2675,2346,2131,0
2021-08-19,2021-08-01,23949,428,2048,2402,2469,2822,3248,4830,5702,0
2021-08-19,2021-08-01,14037,496,2046,2029,2235,2309,2084,1806,1032,0
2021-08-19,2021-08-01,23600,571,2211,3773,4010,3775,3915,3085,2260,0
2021-08-19,2021-08-01,17806,639,2415,1801,2583,3290,2923,2441,1714,0
2021-08-19,2021-08-01,19096,566,2220,2587,3126,2885,3108,2464,2140,0
2021-08-19,2021-08-01,25002,498,2290,2046,2417,3672,5512,5098,3469,0
2021-08-19,2021-08-01,20931,758,3007,2369,3479,3996,3059,2750,1513,0
2021-08-19,2021-08-01,22485,580,3142,4229,3436,3297,3413,2472,1916,0
2021-08-19,2021-08-01,18989,622,2629,2894,2967,3266,3140,2052,1419,0
2021-08-19,2021-08-01,27483,634,1963,1527,2496,3268,3939,6103,7553,0
2021-08-19,2021-08-01,33192,334,10974,10197,3702,2569,2629,1775,1012,0
2021-08-19,2021-08-01,36078,1070,4555,6008,5973,5993,6065,4190,2224,0
2021-08-19,2021-08-01,28574,476,4431,6677,4103,3248,3698,3023,2918,0
2021-08-19,2021-08-01,23911,896,3711,3513,3674,4083,3926,2531,1577,0
2021-08-19,2021-08-01,29168,991,3917,4193,4779,4946,4552,3842,1948,0
2021-08-19,2021-08-01,34761,867,3614,5486,5789,5287,5826,4799,3093,0
2021-08-19,2021-08-01,26429,776,3710,4201,4166,4067,4265,3285,1959,0
2021-08-19,2021-08-01,26143,737,3637,5869,4626,4341,3832,2065,1036,0
2021-08-19,2021-08-01,21495,931,3607,3268,3386,3850,3405,1983,1065,0
2021-08-19,2021-08-01,23597,1149,4344,3727,3768,4192,3548,1819,1050,0
2021-08-19,2021-08-01,27118,676,3159,3645,3837,4077,5041,4123,2560,0
2021-08-19,2021-08-01,34690,749,3869,5166,4430,5053,6386,5591,3446,0
2021-08-19,2021-08-01,29289,1218,4305,4515,5074,4995,4654,2935,1593,0
2021-08-19,2021-08-01,17868,544,2255,3186,3185,2843,2814,1902,1139,0
2021-08-19,2021-08-01,20529,986,3771,3451,3342,3608,2887,1634,850,0
2021-08-19,2021-08-01,17949,402,1898,2059,2345,2320,3081,3374,2470,0
2021-08-19,2021-08-01,30824,960,3852,3755,4721,5051,5325,4900,2260,0
2021-08-19,2021-08-01,25268,808,3370,3326,3946,4160,4443,3237,1978,0
2021-08-19,2021-08-01,24063,313,2226,5401,3424,3015,3613,3112,2959,0
2021-08-19,2021-08-01,24701,576,2980,4887,4119,3345,3512,3215,2067,0
2021-08-19,2021-08-01,26213,674,2832,4522,4351,3942,4376,3369,2147,0
2021-08-19,2021-08-01,25544,526,2454,3912,3608,3564,4630,4186,2664,0
2021-08-19,2021-08-01,19391,787,3067,3145,3358,3339,2942,1855,898,0
2021-08-19,2021-08-01,17193,431,2315,3281,2862,2638,2764,1950,952,0
2021-08-19,2021-08-01,18930,432,2230,3769,3062,2689,2788,2446,1514,0
2021-08-19,2021-08-01,17478,336,1688,3369,3143,2628,2853,2265,1196,0
2021-08-19,2021-08-01,22422,701,2900,3620,3530,3754,3853,2713,1351,0
2021-08-19,2021-08-01,19813,553,2388,2914,2972,3048,3437,2554,1947,0
2021-08-19,2021-08-01,15502,621,3210,2320,2414,2813,2183,1269,672,0
2021-08-19,2021-08-01,22298,870,3834,3662,3726,4077,3288,1902,939,0
2021-08-19,2021-08-01,10742,210,1184,1495,1364,1543,1978,1737,1231,0
2021-08-19,2021-08-01,18444,792,3108,3103,3532,3150,2552,1464,743,0
2021-08-19,2021-08-01,20288,302,1501,2314,1825,1849,3039,4320,5138,0
2021-08-19,2021-08-01,13158,300,1086,1267,1821,1948,2430,2436,1870,0
2021-08-19,2021-08-01,10654,158,616,728,767,1043,2007,2673,2662,0
2021-08-19,2021-08-01,16183,178,870,688,887,1639,3506,4599,3816,0
2021-08-19,2021-08-01,5525,143,733,496,839,1031,1018,881,384,0
2021-08-19,2021-08-01,7132,106,627,1591,1483,1081,939,785,520,0
2021-08-19,2021-08-01,9354,109,456,638,686,890,1376,2755,2444,0
2021-08-19,2021-08-01,12811,322,1353,1032,1075,1725,2579,2519,2206,0
2021-08-19,2021-08-01,2507,92,322,248,307,419,484,437,198,0
2021-08-19,2021-08-01,2749,57,362,640,432,375,394,340,149,0
2021-08-19,2021-08-01,11726,95,391,379,601,718,1578,3491,4473,0
2021-08-19,2021-08-01,3916,99,368,230,427,629,784,911,468,0
2021-08-19,2021-08-01,4408,82,354,382,462,507,693,1041,887,0
2021-08-19,2021-08-01,2698,170,430,457,472,364,417,264,124,0
2021-08-19,2021-08-01,4404,26,145,153,173,287,804,1477,1339,0
2021-08-19,2021-08-01,6197,55,1026,1864,1031,742,716,484,279,0
2021-08-19,2021-08-01,2446,64,234,174,222,351,545,568,288,0
2021-08-19,2021-08-01,3266,89,486,353,407,465,518,453,495,0
2021-08-19,2021-08-01,9110,149,579,297,375,993,1886,2605,2226,0
2021-08-19,2021-08-01,10673,88,458,418,400,1073,2748,3489,1999,0
2021-08-19,2021-08-01,1109,33,99,140,159,158,195,209,116,0
2021-08-19,2021-08-01,22890,0,101,207,232,533,3315,8318,10176,8
2021-08-19,2021-08-01,23465,20,121,156,201,421,2548,8316,11682,0
2021-08-19,2021-08-01,569,0,39,32,41,63,93,168,126,7
2021-08-19,2021-08-01,792,33,100,98,136,112,154,114,45,0
2021-08-19,2021-08-01,953,0,118,338,166,100,96,66,61,8
2021-08-19,2021-08-01,269,0,20,34,32,35,57,47,37,7
2021-08-19,2021-08-01,3231,0,34,39,31,82,710,1318,1008,9
2021-08-19,2021-08-01,2754,12,82,94,77,155,541,944,849,0
2021-08-19,2021-08-01,111,0,12,11,17,20,16,17,18,0
2021-08-19,2021-08-01,11576,494,2041,1673,1791,2059,1826,1042,650,0
2021-08-19,2021-08-01,5411,214,823,470,658,1128,1179,618,321,0
2021-08-19,2021-08-01,5592,84,465,1148,950,875,1012,761,297,0
2021-08-19,2021-08-01,4,0,0,0,0,0,0,0,0,4
2021-08-19,2021-08-01,18824,301,1309,1527,1828,2210,3249,4169,4231,0
2021-08-19,2021-08-01,13325,415,1544,1487,1833,2011,2553,2326,1156,0
2021-08-19,2021-08-01,17184,772,2689,1682,3505,3605,2223,1689,1019,0
2021-08-19,2021-08-01,13129,465,1952,1227,2063,2481,2025,1897,1019,0
2021-08-19,2021-08-01,22108,548,1926,1604,2597,2958,3232,5082,4161,0
2021-08-19,2021-08-01,19840,409,1701,2578,2910,3010,3470,3172,2590,0
2021-08-19,2021-08-01,14525,285,1433,3239,2610,2128,2153,1674,1003,0
2021-08-19,2021-08-01,13376,309,1548,1560,1722,1950,2483,2321,1483,0
2021-08-19,2021-08-01,24921,594,2293,3074,3139,3691,4250,4172,3708,0
2021-08-19,2021-08-01,13838,346,1463,2467,2445,2280,2296,1644,897,0
2021-08-19,2021-08-01,17704,358,1485,1552,1740,2133,2816,3748,3872,0
2021-08-19,2021-08-01,20169,535,2259,1263,2189,3343,3881,3912,2787,0
2021-08-19,2021-08-01,26684,271,1541,1412,1570,2065,3339,7010,9476,0
2021-08-19,2021-08-01,21611,867,2667,1437,3722,4302,3019,3317,2280,0
2021-08-19,2021-08-01,17155,369,1450,1342,2063,2185,3120,4617,2009,0
2021-08-19,2021-08-01,11400,249,1340,2458,2120,1852,1729,1148,504,0
2021-08-19,2021-08-01,5650,62,463,1363,837,739,870,813,503,0
2021-08-19,2021-08-01,11351,203,772,1589,1435,1353,1935,2071,1993,0
2021-08-19,2021-08-01,16081,448,1720,1286,1527,2292,3393,3227,2188,0
2021-08-19,2021-08-01,10769,431,1401,859,1760,2284,1920,1411,703,0
2021-08-19,2021-08-01,8458,223,1293,1411,1397,1265,1407,953,509,0
2021-08-19,2021-08-01,13510,228,1304,3002,2496,2059,1989,1579,853,0
2021-08-19,2021-08-01,4206,129,596,707,638,718,690,491,237,0
2021-08-19,2021-08-01,18269,433,1737,1044,1819,3011,4036,3867,2322,0
2021-08-19,2021-08-01,8138,218,1128,1357,1181,1372,1323,988,571,0
2021-08-19,2021-08-01,28874,1265,4047,1740,4155,5992,4290,3919,3466,0
2021-08-19,2021-08-01,32480,699,3086,2215,2906,5054,6688,6246,5586,0
2021-08-19,2021-08-01,20341,741,2214,2204,3628,3689,3022,2500,2343,0
2021-08-19,2021-08-01,14923,535,1578,2239,3094,2731,2213,1686,847,0
2021-08-19,2021-08-01,13697,273,1458,1651,1635,1856,2542,2291,1991,0
2021-08-19,2021-08-01,10173,251,1110,1008,1327,1651,2189,1696,941,0
2021-08-25,2021-08-01,17812,555,2533,2598,3329,3310,2786,1785,916,0
2021-08-25,2021-08-01,29886,699,3139,2351,4591,5289,5379,5403,3035,0
2021-08-25,2021-08-01,19179,340,1722,3109,3331,3133,3136,2519,1889,0
2021-08-25,2021-08-01,17575,355,1928,2684,2842,2743,3231,2430,1362,0
2021-08-25,2021-08-01,12036,335,1906,1771,1857,2219,1932,1352,664,0
2021-08-25,2021-08-01,19718,556,2904,2911,3822,4020,2764,1736,1005,0
2021-08-25,2021-08-01,15635,368,1774,2060,2560,2327,2540,2096,1910,0
2021-08-25,2021-08-01,18291,451,2261,2345,3331,3186,2863,2530,1324,0
2021-08-25,2021-08-01,20316,430,2343,3415,3310,3123,3754,2524,1417,0
2021-08-25,2021-08-01,14670,413,2133,2132,2256,2540,2386,1812,998,0
2021-08-25,2021-08-01,19923,469,2586,2784,3712,3609,3186,2073,1504,0
2021-08-25,2021-08-01,18650,245,1593,4109,3145,2636,2830,2363,1729,0
2021-08-25,2021-08-01,15161,278,1794,2124,2024,2307,2510,2290,1834,0
2021-08-25,2021-08-01,11694,389,1938,2048,2155,2099,1712,939,414,0
2021-08-25,2021-08-01,12180,287,1452,1846,1967,1674,2037,1726,1191,0
2021-08-25,2021-08-01,10296,373,1811,1560,1575,1813,1618,1004,542,0
2021-08-25,2021-08-01,14973,520,2448,2505,2888,2610,2111,1234,657,0
2021-08-25,2021-08-01,10144,201,1147,1519,1450,1541,1716,1570,1000,0
2021-08-25,2021-08-01,13444,316,1424,1961,2192,1929,2252,1954,1416,0
2021-08-25,2021-08-01,19745,317,1909,2741,2895,2923,3581,3231,2148,0
2021-08-25,2021-08-01,10586,241,1359,2075,1814,1666,1692,1144,595,0
2021-08-25,2021-08-01,18813,418,2379,2047,2529,3333,4056,2674,1377,0
2021-08-25,2021-08-01,19209,262,1695,1912,2097,2564,3034,3544,4101,0
2021-08-25,2021-08-01,25542,516,2409,2808,3781,3775,4507,4403,3343,0
2021-08-25,2021-08-01,18737,159,1069,1606,1764,1774,3341,4674,4350,0
2021-08-25,2021-08-01,14227,159,1220,3084,2009,1718,2174,2005,1858,0
2021-08-25,2021-08-01,18952,227,1442,1882,1967,2092,2525,4020,4797,0
2021-08-25,2021-08-01,11150,336,1542,1621,1774,1811,1671,1479,916,0
2021-08-25,2021-08-01,16304,446,2220,1846,2702,3149,2423,2204,1314,0
2021-08-25,2021-08-01,21868,594,2899,2744,4444,4610,3242,2184,1151,0
2021-08-25,2021-08-01,14508,334,1713,2567,2558,2343,2319,1657,1017,0
2021-08-25,2021-08-01,18467,399,2343,3521,2845,2692,2798,2117,1752,0
2021-08-25,2021-08-01,11901,345,2350,1763,1855,2160,1765,1066,597,0
2021-08-25,2021-08-01,14386,376,1826,1479,2078,2645,2418,2056,1508,0
2021-08-25,2021-08-01,22485,324,1427,1174,1963,2637,3164,5094,6702,0
2021-08-25,2021-08-01,27361,186,8941,8813,3008,1984,2092,1466,871,0
2021-08-25,2021-08-01,28322,550,3206,4683,4746,4644,4864,3595,2034,0
